filename,width,height,class,xmin,ymin,xmax,ymax
hard_hat_workers1009.png,416,415,helmet,232,172,336,278
hard_hat_workers1009.png,416,415,helmet,73,163,191,271
hard_hat_workers1009.png,416,415,helmet,202,84,219,108
hard_hat_workers1009.png,416,415,helmet,202,44,219,68
hard_hat_workers101.png,416,416,head,110,129,143,170
hard_hat_workers101.png,416,416,head,201,142,230,179
hard_hat_workers101.png,416,416,head,251,132,271,164
hard_hat_workers101.png,416,416,head,267,135,289,168
hard_hat_workers101.png,416,416,head,335,157,348,171
hard_hat_workers1010.png,416,415,head,211,163,249,206
hard_hat_workers1010.png,416,415,head,320,176,337,201
hard_hat_workers1010.png,416,415,head,286,178,302,200
hard_hat_workers1010.png,416,415,head,349,184,366,204
hard_hat_workers1010.png,416,415,head,340,179,351,194
hard_hat_workers1010.png,416,415,head,360,178,371,192
hard_hat_workers1011.png,416,415,helmet,120,173,172,237
hard_hat_workers1011.png,416,415,helmet,177,195,219,248
hard_hat_workers1011.png,416,415,person,174,196,256,345
hard_hat_workers1011.png,416,415,person,78,175,171,342
hard_hat_workers1011.png,416,415,person,174,347,257,414
hard_hat_workers1011.png,416,415,person,77,350,171,414
hard_hat_workers1012.png,416,416,helmet,83,113,146,186
hard_hat_workers1012.png,416,416,helmet,20,160,49,193
hard_hat_workers1012.png,416,416,helmet,248,137,287,186
hard_hat_workers1012.png,416,416,helmet,141,162,166,192
hard_hat_workers1012.png,416,416,helmet,82,0,146,20
hard_hat_workers1013.png,416,416,helmet,2,140,28,174
hard_hat_workers1013.png,416,416,helmet,27,136,57,172
hard_hat_workers1013.png,416,416,helmet,347,144,372,172
hard_hat_workers1013.png,416,416,head,301,115,349,167
hard_hat_workers1013.png,416,416,head,180,136,217,180
hard_hat_workers1013.png,416,416,head,65,108,107,158
hard_hat_workers1013.png,416,416,head,141,132,173,169
hard_hat_workers1013.png,416,416,head,233,157,258,187
hard_hat_workers1013.png,416,416,head,288,160,314,195
hard_hat_workers1013.png,416,416,helmet,128,145,151,179
hard_hat_workers1014.png,416,416,head,277,140,310,187
hard_hat_workers1014.png,416,416,head,38,123,89,182
hard_hat_workers1014.png,416,416,head,164,128,201,177
hard_hat_workers1014.png,416,416,head,313,120,360,184
hard_hat_workers1014.png,416,416,head,211,161,234,191
hard_hat_workers1014.png,416,416,head,145,160,169,184
hard_hat_workers1014.png,416,416,head,107,176,123,195
hard_hat_workers1014.png,416,416,head,89,162,105,187
hard_hat_workers1015.png,415,416,helmet,227,51,284,110
hard_hat_workers1016.png,416,415,helmet,283,270,346,322
hard_hat_workers1016.png,416,415,helmet,176,124,230,179
hard_hat_workers1016.png,416,415,helmet,121,100,138,120
hard_hat_workers1016.png,416,415,helmet,184,99,196,120
hard_hat_workers1016.png,416,415,helmet,263,101,275,123
hard_hat_workers1016.png,416,415,helmet,283,334,346,386
hard_hat_workers1016.png,416,415,helmet,176,0,231,51
hard_hat_workers1016.png,416,415,helmet,121,54,138,74
hard_hat_workers1016.png,416,415,helmet,184,55,196,76
hard_hat_workers1016.png,416,415,helmet,263,51,275,73
hard_hat_workers1017.png,416,416,helmet,203,134,302,243
hard_hat_workers1017.png,416,416,helmet,184,115,256,212
hard_hat_workers1017.png,416,416,head,308,138,382,224
hard_hat_workers1018.png,416,415,helmet,78,105,126,156
hard_hat_workers1018.png,416,415,helmet,180,146,249,205
hard_hat_workers1018.png,416,415,head,248,99,286,148
hard_hat_workers1018.png,416,415,helmet,78,0,127,34
hard_hat_workers1018.png,416,415,head,248,0,287,40
hard_hat_workers1019.png,416,416,helmet,100,44,151,91
hard_hat_workers1019.png,416,416,helmet,80,148,155,197
hard_hat_workers1019.png,416,416,helmet,115,193,183,250
hard_hat_workers1019.png,416,416,helmet,186,44,246,106
hard_hat_workers1019.png,416,416,helmet,0,43,35,91
hard_hat_workers1019.png,416,416,helmet,0,147,55,197
hard_hat_workers1019.png,416,416,helmet,0,192,20,250
hard_hat_workers102.png,416,415,helmet,140,104,231,213
hard_hat_workers102.png,416,415,helmet,201,137,258,222
hard_hat_workers102.png,416,415,helmet,139,0,231,35
hard_hat_workers1020.png,416,415,helmet,101,144,129,179
hard_hat_workers1020.png,416,415,helmet,157,145,180,174
hard_hat_workers1020.png,416,415,helmet,330,167,353,194
hard_hat_workers1020.png,416,415,helmet,241,162,260,188
hard_hat_workers1020.png,416,415,helmet,196,159,217,185
hard_hat_workers1020.png,416,415,helmet,35,157,54,180
hard_hat_workers1020.png,416,415,helmet,123,159,140,184
hard_hat_workers1020.png,416,415,helmet,358,169,377,196
hard_hat_workers1021.png,416,415,helmet,56,114,104,174
hard_hat_workers1021.png,416,415,helmet,98,118,127,156
hard_hat_workers1021.png,416,415,helmet,354,83,403,151
hard_hat_workers1021.png,416,415,helmet,249,78,284,132
hard_hat_workers1021.png,416,415,helmet,208,144,232,179
hard_hat_workers1021.png,416,415,helmet,393,161,407,180
hard_hat_workers1021.png,416,415,helmet,353,0,403,40
hard_hat_workers1021.png,416,415,helmet,248,0,284,45
hard_hat_workers1022.png,416,416,helmet,234,137,259,169
hard_hat_workers1022.png,416,416,helmet,293,133,319,157
hard_hat_workers1022.png,416,416,person,288,131,336,301
hard_hat_workers1022.png,416,416,person,211,138,269,297
hard_hat_workers1022.png,416,416,helmet,234,11,259,43
hard_hat_workers1022.png,416,416,helmet,293,23,319,47
hard_hat_workers1022.png,416,416,person,288,0,337,50
hard_hat_workers1022.png,416,416,person,288,347,337,415
hard_hat_workers1022.png,416,416,person,211,0,270,43
hard_hat_workers1022.png,416,416,person,211,351,270,415
hard_hat_workers1023.png,416,416,helmet,252,148,280,182
hard_hat_workers1023.png,416,416,helmet,147,150,170,178
hard_hat_workers1023.png,416,416,helmet,351,145,379,178
hard_hat_workers1023.png,416,416,helmet,192,148,211,178
hard_hat_workers1023.png,416,416,helmet,140,154,152,181
hard_hat_workers1023.png,416,416,helmet,220,162,229,175
hard_hat_workers1023.png,416,416,helmet,242,156,251,170
hard_hat_workers1024.png,416,415,head,101,165,125,193
hard_hat_workers1024.png,416,415,head,172,169,191,187
hard_hat_workers1024.png,416,415,head,211,178,225,195
hard_hat_workers1024.png,416,415,head,194,180,205,192
hard_hat_workers1024.png,416,415,head,245,180,259,196
hard_hat_workers1024.png,416,415,head,274,176,294,199
hard_hat_workers1024.png,416,415,head,297,173,315,197
hard_hat_workers1024.png,416,415,head,344,187,354,200
hard_hat_workers1025.png,416,415,helmet,127,72,325,262
hard_hat_workers1025.png,416,415,helmet,127,0,326,67
hard_hat_workers1026.png,416,416,helmet,316,190,344,219
hard_hat_workers1026.png,416,416,helmet,146,211,166,234
hard_hat_workers1026.png,416,416,helmet,16,200,33,214
hard_hat_workers1026.png,416,416,helmet,26,190,40,203
hard_hat_workers1026.png,416,416,helmet,43,197,62,211
hard_hat_workers1026.png,416,416,helmet,105,201,126,220
hard_hat_workers1026.png,416,416,helmet,211,199,235,222
hard_hat_workers1026.png,416,416,helmet,259,184,280,203
hard_hat_workers1026.png,416,416,helmet,348,177,377,202
hard_hat_workers1026.png,416,416,helmet,103,169,118,187
hard_hat_workers1026.png,416,416,helmet,200,183,218,202
hard_hat_workers1026.png,416,416,helmet,270,202,301,233
hard_hat_workers1026.png,416,416,helmet,55,183,73,198
hard_hat_workers1027.png,416,415,helmet,145,102,182,145
hard_hat_workers1027.png,416,415,helmet,212,76,271,129
hard_hat_workers1027.png,416,415,helmet,144,0,182,37
hard_hat_workers1027.png,416,415,helmet,212,10,271,63
hard_hat_workers1028.png,416,415,helmet,157,205,182,232
hard_hat_workers1028.png,416,415,helmet,233,218,256,238
hard_hat_workers1029.png,416,415,helmet,235,64,353,173
hard_hat_workers1029.png,416,415,person,80,62,379,255
hard_hat_workers1029.png,416,415,helmet,235,0,354,59
hard_hat_workers1029.png,416,415,person,79,0,379,61
hard_hat_workers103.png,416,415,helmet,138,209,166,235
hard_hat_workers103.png,416,415,helmet,262,136,286,164
hard_hat_workers1030.png,416,415,helmet,215,91,255,143
hard_hat_workers1030.png,416,415,helmet,319,95,363,154
hard_hat_workers1030.png,416,415,helmet,189,125,233,179
hard_hat_workers1030.png,416,415,helmet,131,111,174,167
hard_hat_workers1030.png,416,415,helmet,258,121,303,173
hard_hat_workers1030.png,416,415,helmet,76,96,115,149
hard_hat_workers1030.png,416,415,helmet,215,0,256,48
hard_hat_workers1030.png,416,415,helmet,319,0,364,44
hard_hat_workers1030.png,416,415,helmet,189,0,234,14
hard_hat_workers1030.png,416,415,helmet,130,0,174,28
hard_hat_workers1030.png,416,415,helmet,257,0,303,18
hard_hat_workers1030.png,416,415,helmet,75,0,115,43
hard_hat_workers1031.png,416,416,helmet,61,211,142,304
hard_hat_workers1031.png,416,416,helmet,0,210,44,304
hard_hat_workers1032.png,416,415,helmet,356,115,382,151
hard_hat_workers1032.png,416,415,helmet,97,122,123,158
hard_hat_workers1032.png,416,415,helmet,195,133,213,162
hard_hat_workers1032.png,416,415,helmet,225,139,245,164
hard_hat_workers1032.png,416,415,helmet,143,138,161,163
hard_hat_workers1032.png,416,415,helmet,78,142,89,165
hard_hat_workers1032.png,416,415,helmet,0,154,14,173
hard_hat_workers1032.png,416,415,helmet,348,144,356,156
hard_hat_workers1032.png,416,415,helmet,356,0,383,24
hard_hat_workers1032.png,416,415,helmet,97,0,124,17
hard_hat_workers1032.png,416,415,helmet,195,0,214,6
hard_hat_workers1033.png,415,416,helmet,106,255,126,280
hard_hat_workers1033.png,415,416,helmet,180,205,199,226
hard_hat_workers1033.png,415,416,helmet,196,139,219,162
hard_hat_workers1033.png,415,416,helmet,280,139,303,161
hard_hat_workers1033.png,415,416,helmet,12,255,32,280
hard_hat_workers1033.png,415,416,helmet,391,139,414,161
hard_hat_workers1034.png,416,415,head,7,203,21,221
hard_hat_workers1034.png,416,415,head,43,212,52,223
hard_hat_workers1034.png,416,415,head,77,211,83,222
hard_hat_workers1034.png,416,415,head,55,202,72,225
hard_hat_workers1034.png,416,415,head,117,192,133,214
hard_hat_workers1034.png,416,415,head,138,191,151,207
hard_hat_workers1034.png,416,415,head,133,198,142,212
hard_hat_workers1034.png,416,415,head,154,194,168,208
hard_hat_workers1034.png,416,415,head,180,194,194,213
hard_hat_workers1034.png,416,415,head,195,185,217,212
hard_hat_workers1034.png,416,415,head,350,176,365,194
hard_hat_workers1034.png,416,415,head,262,179,281,202
hard_hat_workers1035.png,416,415,head,177,188,197,217
hard_hat_workers1035.png,416,415,head,209,188,229,216
hard_hat_workers1035.png,416,415,head,20,185,40,208
hard_hat_workers1035.png,416,415,head,135,189,156,215
hard_hat_workers1035.png,416,415,head,59,188,79,211
hard_hat_workers1035.png,416,415,head,242,188,259,213
hard_hat_workers1035.png,416,415,head,266,186,284,209
hard_hat_workers1035.png,416,415,head,337,187,355,205
hard_hat_workers1035.png,416,415,head,97,187,117,213
hard_hat_workers1035.png,416,415,head,299,189,320,212
hard_hat_workers1035.png,416,415,head,375,197,392,217
hard_hat_workers1036.png,416,415,helmet,327,155,371,195
hard_hat_workers1036.png,416,415,helmet,291,157,317,184
hard_hat_workers1036.png,416,415,helmet,82,135,106,161
hard_hat_workers1037.png,416,415,helmet,322,132,340,151
hard_hat_workers1037.png,416,415,helmet,322,0,341,19
hard_hat_workers1038.png,416,416,head,162,143,187,177
hard_hat_workers1038.png,416,416,head,1,91,68,177
hard_hat_workers1038.png,416,416,head,68,113,113,158
hard_hat_workers1038.png,416,416,head,198,142,225,175
hard_hat_workers1038.png,416,416,head,240,131,269,170
hard_hat_workers1038.png,416,416,head,288,123,323,168
hard_hat_workers1038.png,416,416,head,331,123,379,177
hard_hat_workers1038.png,416,416,head,323,124,343,162
hard_hat_workers1038.png,416,416,head,162,5,187,39
hard_hat_workers1038.png,416,416,head,1,5,68,91
hard_hat_workers1038.png,416,416,head,68,25,113,70
hard_hat_workers1038.png,416,416,head,198,8,225,41
hard_hat_workers1038.png,416,416,head,240,13,269,52
hard_hat_workers1038.png,416,416,head,288,15,323,60
hard_hat_workers1038.png,416,416,head,331,5,379,59
hard_hat_workers1038.png,416,416,head,323,20,343,58
hard_hat_workers1039.png,416,415,helmet,257,124,318,187
hard_hat_workers1039.png,416,415,helmet,82,169,129,218
hard_hat_workers1039.png,416,415,helmet,256,0,318,17
hard_hat_workers104.png,416,416,head,324,133,378,190
hard_hat_workers104.png,416,416,head,151,139,193,188
hard_hat_workers104.png,416,416,head,19,155,58,201
hard_hat_workers104.png,416,416,head,270,138,309,187
hard_hat_workers104.png,416,416,head,368,130,404,179
hard_hat_workers1040.png,416,415,helmet,211,161,251,204
hard_hat_workers1040.png,416,415,helmet,130,100,168,148
hard_hat_workers1040.png,416,415,helmet,130,0,169,39
hard_hat_workers1041.png,416,415,helmet,112,159,131,178
hard_hat_workers1041.png,416,415,helmet,157,154,174,173
hard_hat_workers1042.png,416,415,helmet,165,183,189,212
hard_hat_workers1042.png,416,415,head,169,123,198,153
hard_hat_workers1043.png,416,416,helmet,180,118,227,185
hard_hat_workers1043.png,416,416,helmet,129,123,171,178
hard_hat_workers1043.png,416,416,helmet,179,0,227,65
hard_hat_workers1043.png,416,416,helmet,129,5,171,60
hard_hat_workers1044.png,416,415,helmet,151,156,179,183
hard_hat_workers1044.png,416,415,helmet,250,215,264,229
hard_hat_workers1045.png,415,416,helmet,69,45,90,68
hard_hat_workers1045.png,415,416,helmet,306,81,318,94
hard_hat_workers1045.png,415,416,helmet,97,55,114,77
hard_hat_workers1045.png,415,416,helmet,179,66,193,85
hard_hat_workers1045.png,415,416,helmet,209,44,228,67
hard_hat_workers1045.png,415,416,helmet,229,65,241,85
hard_hat_workers1045.png,415,416,helmet,0,44,8,68
hard_hat_workers1046.png,416,416,helmet,208,12,292,136
hard_hat_workers1047.png,416,416,head,30,148,79,205
hard_hat_workers1047.png,416,416,head,100,164,128,195
hard_hat_workers1047.png,416,416,head,173,137,200,169
hard_hat_workers1047.png,416,416,head,264,143,294,181
hard_hat_workers1047.png,416,416,head,355,140,389,182
hard_hat_workers1048.png,416,415,helmet,190,40,261,125
hard_hat_workers1049.png,416,415,helmet,45,110,78,157
hard_hat_workers1049.png,416,415,helmet,160,130,186,164
hard_hat_workers1049.png,416,415,helmet,230,136,254,166
hard_hat_workers1049.png,416,415,head,91,137,119,169
hard_hat_workers1049.png,416,415,head,26,128,48,156
hard_hat_workers1049.png,416,415,head,121,184,133,199
hard_hat_workers1049.png,416,415,head,260,176,274,193
hard_hat_workers1049.png,416,415,helmet,376,175,391,195
hard_hat_workers1049.png,416,415,head,340,182,351,196
hard_hat_workers1049.png,416,415,head,285,179,299,194
hard_hat_workers105.png,415,416,helmet,229,210,256,243
hard_hat_workers105.png,415,416,helmet,287,290,309,322
hard_hat_workers105.png,415,416,helmet,99,75,121,103
hard_hat_workers105.png,415,416,helmet,163,239,189,267
hard_hat_workers105.png,415,416,helmet,252,89,273,120
hard_hat_workers105.png,415,416,helmet,386,290,408,322
hard_hat_workers105.png,415,416,helmet,15,75,37,103
hard_hat_workers1050.png,416,415,helmet,213,69,299,161
hard_hat_workers1050.png,416,415,helmet,213,0,300,70
hard_hat_workers1051.png,416,416,helmet,254,140,296,194
hard_hat_workers1051.png,416,416,helmet,185,167,212,201
hard_hat_workers1051.png,416,416,helmet,207,147,231,181
hard_hat_workers1051.png,416,416,helmet,163,171,178,192
hard_hat_workers1052.png,416,416,helmet,110,101,139,142
hard_hat_workers1052.png,416,416,helmet,229,112,269,160
hard_hat_workers1052.png,416,416,helmet,110,37,139,78
hard_hat_workers1052.png,416,416,helmet,229,18,269,66
hard_hat_workers1053.png,416,415,helmet,83,86,156,185
hard_hat_workers1053.png,416,415,helmet,179,112,249,205
hard_hat_workers1053.png,416,415,helmet,82,0,156,53
hard_hat_workers1053.png,416,415,helmet,179,0,250,27
hard_hat_workers1054.png,416,415,helmet,246,77,377,254
hard_hat_workers1054.png,416,415,helmet,245,0,377,62
hard_hat_workers1055.png,416,415,helmet,276,128,367,218
hard_hat_workers1056.png,416,416,helmet,311,225,328,245
hard_hat_workers1056.png,416,416,helmet,360,226,379,247
hard_hat_workers1056.png,416,416,helmet,316,279,334,294
hard_hat_workers1057.png,416,415,helmet,180,89,253,182
hard_hat_workers1057.png,416,415,helmet,71,79,166,192
hard_hat_workers1057.png,416,415,helmet,179,0,253,50
hard_hat_workers1057.png,416,415,helmet,70,0,166,60
hard_hat_workers1058.png,416,416,helmet,144,122,191,187
hard_hat_workers1058.png,416,416,helmet,35,125,59,159
hard_hat_workers1058.png,416,416,helmet,11,129,32,159
hard_hat_workers1058.png,416,416,helmet,143,0,191,17
hard_hat_workers1058.png,416,416,helmet,35,0,60,14
hard_hat_workers1058.png,416,416,helmet,10,0,32,10
hard_hat_workers1059.png,416,416,head,50,153,88,195
hard_hat_workers1059.png,416,416,head,190,142,228,189
hard_hat_workers1059.png,416,416,head,109,156,139,185
hard_hat_workers1059.png,416,416,head,176,142,193,166
hard_hat_workers1059.png,416,416,head,98,151,115,178
hard_hat_workers106.png,416,416,helmet,244,70,339,182
hard_hat_workers106.png,416,416,helmet,243,0,339,71
hard_hat_workers1060.png,416,415,helmet,334,117,374,161
hard_hat_workers1060.png,416,415,helmet,55,151,93,200
hard_hat_workers1060.png,416,415,helmet,264,112,308,162
hard_hat_workers1060.png,416,415,helmet,238,145,267,179
hard_hat_workers1060.png,416,415,helmet,156,128,192,179
hard_hat_workers1060.png,416,415,helmet,209,177,228,200
hard_hat_workers1060.png,416,415,helmet,334,0,375,22
hard_hat_workers1060.png,416,415,helmet,264,0,309,27
hard_hat_workers1060.png,416,415,helmet,156,0,193,11
hard_hat_workers1061.png,416,416,helmet,105,84,134,118
hard_hat_workers1061.png,416,416,helmet,165,209,189,232
hard_hat_workers1061.png,416,416,helmet,104,0,134,21
hard_hat_workers1062.png,415,416,helmet,159,72,240,167
hard_hat_workers1063.png,416,416,helmet,213,66,269,136
hard_hat_workers1063.png,416,416,helmet,275,136,295,163
hard_hat_workers1063.png,416,416,helmet,56,102,90,141
hard_hat_workers1063.png,416,416,helmet,213,0,270,39
hard_hat_workers1064.png,416,415,helmet,151,166,190,205
hard_hat_workers1064.png,416,415,helmet,319,140,343,167
hard_hat_workers1064.png,416,415,helmet,215,155,229,175
hard_hat_workers1064.png,416,415,helmet,299,147,318,171
hard_hat_workers1065.png,416,416,helmet,211,145,269,214
hard_hat_workers1066.png,416,416,head,216,144,254,187
hard_hat_workers1066.png,416,416,head,297,150,326,192
hard_hat_workers1066.png,416,416,head,147,162,174,194
hard_hat_workers1066.png,416,416,head,70,149,102,187
hard_hat_workers1066.png,416,416,head,321,156,360,201
hard_hat_workers1066.png,416,416,head,0,153,20,197
hard_hat_workers1067.png,416,415,helmet,60,135,96,171
hard_hat_workers1067.png,416,415,helmet,226,119,262,157
hard_hat_workers1067.png,416,415,helmet,172,127,201,160
hard_hat_workers1067.png,416,415,helmet,279,147,292,163
hard_hat_workers1067.png,416,415,helmet,267,153,277,167
hard_hat_workers1067.png,416,415,helmet,384,146,397,165
hard_hat_workers1067.png,416,415,head,398,148,410,164
hard_hat_workers1067.png,416,415,helmet,226,0,263,20
hard_hat_workers1067.png,416,415,helmet,171,0,201,12
hard_hat_workers1068.png,416,415,helmet,219,118,242,140
hard_hat_workers1068.png,416,415,helmet,219,8,242,30
hard_hat_workers1069.png,416,415,helmet,231,182,264,223
hard_hat_workers1069.png,416,415,helmet,103,164,137,203
hard_hat_workers1069.png,416,415,helmet,343,176,375,219
hard_hat_workers1069.png,416,415,helmet,205,177,231,212
hard_hat_workers1069.png,416,415,helmet,153,161,181,200
hard_hat_workers1069.png,416,415,helmet,284,173,307,206
hard_hat_workers107.png,416,415,helmet,223,192,241,219
hard_hat_workers107.png,416,415,helmet,309,192,330,216
hard_hat_workers1070.png,416,415,helmet,86,86,156,165
hard_hat_workers1070.png,416,415,helmet,304,130,338,173
hard_hat_workers1070.png,416,415,helmet,248,129,274,171
hard_hat_workers1070.png,416,415,helmet,270,149,292,178
hard_hat_workers1070.png,416,415,helmet,57,97,72,116
hard_hat_workers1070.png,416,415,helmet,86,0,157,47
hard_hat_workers1070.png,416,415,helmet,57,17,72,36
hard_hat_workers1071.png,416,416,helmet,40,209,59,233
hard_hat_workers1071.png,416,416,helmet,74,223,98,249
hard_hat_workers1071.png,416,416,helmet,118,238,138,258
hard_hat_workers1071.png,416,416,helmet,141,244,154,261
hard_hat_workers1071.png,416,416,helmet,184,236,195,250
hard_hat_workers1071.png,416,416,helmet,246,162,265,178
hard_hat_workers1071.png,416,416,helmet,226,245,235,259
hard_hat_workers1072.png,416,416,helmet,222,96,303,191
hard_hat_workers1072.png,416,416,helmet,221,0,303,73
hard_hat_workers1073.png,416,415,helmet,311,81,344,121
hard_hat_workers1073.png,416,415,helmet,121,90,149,129
hard_hat_workers1073.png,416,415,helmet,207,75,248,102
hard_hat_workers1073.png,416,415,helmet,14,199,26,225
hard_hat_workers1073.png,416,415,helmet,15,172,26,197
hard_hat_workers1073.png,416,415,helmet,68,156,79,173
hard_hat_workers1073.png,416,415,helmet,311,7,344,47
hard_hat_workers1073.png,416,415,helmet,121,0,150,39
hard_hat_workers1073.png,416,415,helmet,207,27,248,54
hard_hat_workers1074.png,416,415,helmet,94,135,140,187
hard_hat_workers1074.png,416,415,helmet,7,283,19,298
hard_hat_workers1074.png,416,415,helmet,119,263,136,282
hard_hat_workers1074.png,416,415,helmet,7,395,19,410
hard_hat_workers1074.png,416,415,helmet,118,410,136,414
hard_hat_workers1075.png,416,415,helmet,201,170,229,199
hard_hat_workers1075.png,416,415,helmet,274,175,299,205
hard_hat_workers1075.png,416,415,helmet,111,167,133,197
hard_hat_workers1076.png,416,416,helmet,261,271,277,288
hard_hat_workers1076.png,416,416,helmet,148,143,163,161
hard_hat_workers1076.png,416,416,helmet,174,95,188,111
hard_hat_workers1077.png,416,415,helmet,209,101,244,140
hard_hat_workers1077.png,416,415,helmet,165,70,205,116
hard_hat_workers1077.png,416,415,head,376,143,398,167
hard_hat_workers1077.png,416,415,helmet,208,0,244,38
hard_hat_workers1077.png,416,415,helmet,165,22,205,68
hard_hat_workers1078.png,416,416,helmet,149,226,171,253
hard_hat_workers1078.png,416,416,helmet,228,188,246,214
hard_hat_workers1078.png,416,416,helmet,268,162,284,175
hard_hat_workers1078.png,416,416,helmet,312,99,327,115
hard_hat_workers1078.png,416,416,helmet,294,133,310,147
hard_hat_workers1078.png,416,416,helmet,312,37,327,53
hard_hat_workers1078.png,416,416,helmet,294,5,310,19
hard_hat_workers1079.png,416,415,helmet,200,107,234,155
hard_hat_workers1079.png,416,415,helmet,38,110,73,157
hard_hat_workers1079.png,416,415,helmet,296,107,339,164
hard_hat_workers1079.png,416,415,helmet,79,103,120,160
hard_hat_workers1079.png,416,415,helmet,169,133,191,159
